Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk
44564,10/17/2016 12:24,Standard Class,5,4,Late delivery,1
6222,4/4/2015 19:29,Standard Class,3,4,Advance shipping,0
52159,2/5/2017 9:16,Standard Class,5,4,Late delivery,1
8699,5/12/2015 23:17,Standard Class,5,4,Late delivery,1
60586,6/5/2017 9:37,Standard Class,2,4,Advance shipping,0
5792,3/29/2015 12:50,Standard Class,3,4,Advance shipping,0
53780,3/2/2017 1:10,Standard Class,6,4,Late delivery,1
58120,5/4/2017 9:40,Standard Class,6,4,Late delivery,1
7660,4/28/2015 19:17,Standard Class,6,4,Late delivery,1
9212,5/18/2015 11:01,Standard Class,3,4,Advance shipping,0
8506,5/7/2015 3:40,Standard Class,2,4,Advance shipping,0
9060,5/19/2015 5:46,Standard Class,6,4,Late delivery,1
53833,2/28/2017 19:44,Standard Class,4,4,Shipping on time,0
56067,4/1/2017 10:25,Standard Class,3,4,Advance shipping,0
8366,5/5/2015 2:37,Standard Class,2,4,Advance shipping,0
878,1/17/2015 19:15,Standard Class,4,4,Shipping on time,0
60124,6/1/2017 15:45,Standard Class,5,4,Late delivery,1
54667,3/11/2017 23:56,Standard Class,3,4,Advance shipping,0
8549,5/10/2015 18:44,Standard Class,5,4,Late delivery,1
3782,2/28/2015 4:39,Standard Class,3,4,Advance shipping,0
67,1/4/2015 23:07,Standard Class,3,4,Advance shipping,0
55982,3/31/2017 4:38,Standard Class,3,4,Advance shipping,0
5517,3/25/2015 12:30,Standard Class,3,4,Advance shipping,0
290,1/11/2015 5:14,Standard Class,6,4,Late delivery,1
56686,4/9/2017 11:16,Standard Class,2,4,Advance shipping,0
55392,3/22/2017 13:56,Standard Class,3,4,Advance shipping,0
56215,4/6/2017 14:16,Standard Class,6,4,Late delivery,1
60147,5/30/2017 23:49,Standard Class,3,4,Advance shipping,0
30895,4/1/2016 23:32,Standard Class,6,4,Late delivery,1
25073,1/5/2016 23:50,Standard Class,4,4,Shipping on time,0
43896,10/4/2016 18:22,Standard Class,2,4,Advance shipping,0
22109,11/24/2015 17:25,Standard Class,5,4,Late delivery,1
41330,9/1/2016 7:23,Standard Class,6,4,Late delivery,1
31178,4/4/2016 2:41,Standard Class,4,4,Shipping on time,0
49699,12/31/2016 11:25,Standard Class,5,4,Late delivery,1
28917,3/1/2016 2:33,Standard Class,3,4,Advance shipping,0
30510,3/27/2016 8:39,Standard Class,6,4,Late delivery,1
31287,4/4/2016 16:52,Standard Class,3,4,Advance shipping,0
30641,3/25/2016 6:33,Standard Class,2,4,Advance shipping,0
37992,7/11/2016 13:56,Standard Class,3,4,Advance shipping,0
36193,6/16/2016 7:40,Standard Class,4,4,Shipping on time,0
37216,6/29/2016 6:04,Standard Class,2,4,Advance shipping,0
39178,7/29/2016 21:26,Standard Class,4,4,Shipping on time,0
35519,6/7/2016 11:32,Standard Class,5,4,Late delivery,1
33340,5/7/2016 16:08,Standard Class,6,4,Late delivery,1
36943,6/27/2016 6:25,Standard Class,4,4,Shipping on time,0
41146,8/25/2016 14:55,Standard Class,2,4,Advance shipping,0
39127,7/28/2016 3:34,Standard Class,3,4,Advance shipping,0
36353,6/18/2016 15:43,Standard Class,4,4,Shipping on time,0
34165,5/19/2016 17:10,Standard Class,6,4,Late delivery,1
37352,7/2/2016 5:43,Standard Class,3,4,Advance shipping,0
46635,11/17/2016 17:58,Standard Class,6,4,Late delivery,1
49818,1/1/2017 5:06,Standard Class,4,4,Shipping on time,0
50830,1/17/2017 23:39,Standard Class,6,4,Late delivery,1
44709,10/19/2016 15:12,Standard Class,5,4,Late delivery,1
43229,9/28/2016 0:41,Standard Class,5,4,Late delivery,1
63948,7/26/2017 11:28,Standard Class,4,4,Shipping on time,0
10912,6/12/2015 6:36,Standard Class,3,4,Advance shipping,0
64834,8/9/2017 9:53,Standard Class,5,4,Late delivery,1
64155,7/31/2017 12:00,Standard Class,6,4,Late delivery,1
15509,8/20/2015 9:08,Standard Class,5,4,Late delivery,1
12604,7/8/2015 23:23,Standard Class,5,4,Late delivery,1
12040,7/1/2015 17:47,Standard Class,6,4,Late delivery,1
19282,10/12/2015 10:59,Standard Class,3,4,Advance shipping,0
11746,6/23/2015 10:47,Standard Class,2,4,Advance shipping,0
13283,7/17/2015 21:16,Standard Class,4,4,Shipping on time,0
16472,9/1/2015 10:31,Standard Class,3,4,Advance shipping,0
15618,8/20/2015 23:19,Standard Class,4,4,Shipping on time,0
14641,8/4/2015 17:02,Standard Class,2,4,Advance shipping,0
43499,10/1/2016 23:17,Standard Class,5,4,Late delivery,1
63577,7/20/2017 1:30,Standard Class,3,4,Advance shipping,0
41302,8/28/2016 21:34,Standard Class,3,4,Advance shipping,0
64187,7/28/2017 23:12,Standard Class,3,4,Advance shipping,0
66487,8/31/2017 13:00,Standard Class,3,4,Advance shipping,0
18836,10/4/2015 22:44,Standard Class,2,4,Advance shipping,0
64751,8/5/2017 4:48,Standard Class,2,4,Advance shipping,0
62526,7/3/2017 17:17,Standard Class,2,4,Advance shipping,0
62974,7/13/2017 6:14,Standard Class,5,4,Late delivery,1
14753,8/8/2015 8:16,Standard Class,4,4,Shipping on time,0
53610,2/27/2017 13:37,Standard Class,6,4,Late delivery,1
3318,2/22/2015 10:05,Standard Class,4,4,Shipping on time,0
1938,2/2/2015 6:37,Standard Class,4,4,Shipping on time,0
602,1/12/2015 18:33,Standard Class,3,4,Advance shipping,0
51704,1/29/2017 17:51,Standard Class,5,4,Late delivery,1
3312,2/21/2015 7:59,Standard Class,3,4,Advance shipping,0
55827,3/28/2017 22:20,Standard Class,3,4,Advance shipping,0
55767,3/28/2017 1:18,Standard Class,3,4,Advance shipping,0
7212,4/19/2015 6:20,Standard Class,3,4,Advance shipping,0
5307,3/22/2015 10:55,Standard Class,3,4,Advance shipping,0
54683,3/13/2017 5:32,Standard Class,4,4,Shipping on time,0
10184,6/3/2015 15:33,Standard Class,5,4,Late delivery,1
55512,3/24/2017 7:58,Standard Class,3,4,Advance shipping,0
57883,4/28/2017 22:38,Standard Class,4,4,Shipping on time,0
51676,1/26/2017 8:03,Standard Class,2,4,Advance shipping,0
5230,3/24/2015 7:57,Standard Class,6,4,Late delivery,1
20807,11/3/2015 17:16,Standard Class,3,4,Advance shipping,0
50218,1/7/2017 1:15,Standard Class,4,4,Shipping on time,0
49052,12/20/2016 0:45,Standard Class,3,4,Advance shipping,0
27471,2/7/2016 23:57,Standard Class,2,4,Advance shipping,0
44120,10/12/2016 0:51,Standard Class,6,4,Late delivery,1
23993,12/21/2015 5:27,Standard Class,4,4,Shipping on time,0
21648,11/16/2015 23:54,Standard Class,4,4,Shipping on time,0
28380,2/25/2016 6:25,Standard Class,6,4,Late delivery,1
21229,11/11/2015 21:06,Standard Class,5,4,Late delivery,1
24574,12/30/2015 17:00,Standard Class,5,4,Late delivery,1
31108,4/3/2016 2:10,Standard Class,4,4,Shipping on time,0
30112,3/18/2016 13:13,Standard Class,3,4,Advance shipping,0
28638,2/27/2016 0:49,Standard Class,4,4,Shipping on time,0
22328,11/26/2015 22:08,Standard Class,4,4,Shipping on time,0
27697,2/12/2016 7:08,Standard Class,3,4,Advance shipping,0
43623,10/2/2016 18:43,Standard Class,4,4,Shipping on time,0
44958,10/22/2016 6:26,Standard Class,4,4,Shipping on time,0
36935,6/29/2016 3:37,Standard Class,6,4,Late delivery,1
33815,5/14/2016 14:33,Standard Class,6,4,Late delivery,1
32516,4/21/2016 15:27,Standard Class,2,4,Advance shipping,0
39629,8/6/2016 11:27,Standard Class,5,4,Late delivery,1
38690,7/24/2016 18:28,Standard Class,6,4,Late delivery,1
34124,5/18/2016 2:48,Standard Class,5,4,Late delivery,1
48406,12/9/2016 14:25,Standard Class,2,4,Advance shipping,0
32109,4/18/2016 16:51,Standard Class,5,4,Late delivery,1
38182,7/14/2016 8:30,Standard Class,3,4,Advance shipping,0
40330,8/17/2016 17:02,Standard Class,6,4,Late delivery,1
36650,6/24/2016 23:46,Standard Class,6,4,Late delivery,1
36100,6/16/2016 23:05,Standard Class,6,4,Late delivery,1
31872,4/13/2016 5:49,Standard Class,3,4,Advance shipping,0
36885,6/28/2016 10:06,Standard Class,6,4,Late delivery,1
48670,12/17/2016 10:55,Standard Class,6,4,Late delivery,1
51033,1/18/2017 22:46,Standard Class,4,4,Shipping on time,0
50148,1/6/2017 0:43,Standard Class,4,4,Shipping on time,0
50323,1/8/2017 14:02,Standard Class,4,4,Shipping on time,0
66804,9/7/2017 4:03,Standard Class,5,4,Late delivery,1
13876,7/24/2015 13:01,Standard Class,2,4,Advance shipping,0
11855,6/29/2015 0:59,Standard Class,6,4,Late delivery,1
16169,8/30/2015 0:22,Standard Class,5,4,Late delivery,1
41987,9/7/2016 21:33,Standard Class,3,4,Advance shipping,0
65657,8/19/2017 10:13,Standard Class,3,4,Advance shipping,0
19848,10/21/2015 17:17,Standard Class,4,4,Shipping on time,0
66645,9/5/2017 20:21,Standard Class,6,4,Late delivery,1
4258,3/8/2015 3:25,Standard Class,4,4,Shipping on time,0
2874,2/16/2015 22:32,Standard Class,5,4,Late delivery,1
60105,6/2/2017 9:06,Standard Class,6,4,Late delivery,1
3398,2/23/2015 14:07,Standard Class,4,4,Shipping on time,0
1755,2/1/2015 14:30,Standard Class,6,4,Late delivery,1
59438,5/21/2017 15:25,Standard Class,4,4,Shipping on time,0
2115,2/6/2015 20:37,Standard Class,6,4,Late delivery,1
57357,4/20/2017 6:21,Standard Class,3,4,Advance shipping,0
5617,3/26/2015 23:32,Standard Class,3,4,Advance shipping,0
7097,4/17/2015 14:02,Standard Class,3,4,Advance shipping,0
7313,4/21/2015 17:43,Standard Class,4,4,Shipping on time,0
59346,5/18/2017 7:11,Standard Class,2,4,Advance shipping,0
52586,2/8/2017 14:52,Standard Class,2,4,Advance shipping,0
2670,2/14/2015 23:04,Standard Class,6,4,Late delivery,1
57523,4/23/2017 16:31,Standard Class,4,4,Shipping on time,0
2195,2/8/2015 0:39,Standard Class,6,4,Late delivery,1
53453,2/23/2017 6:36,Standard Class,4,4,Shipping on time,0
4891,3/15/2015 9:11,Standard Class,2,4,Advance shipping,0
51622,1/26/2017 13:08,Standard Class,3,4,Advance shipping,0
8907,5/14/2015 0:10,Standard Class,3,4,Advance shipping,0
3399,2/24/2015 14:28,Standard Class,5,4,Late delivery,1
58854,5/14/2017 2:49,Standard Class,5,4,Late delivery,1
58521,5/6/2017 6:09,Standard Class,2,4,Advance shipping,0
52961,2/14/2017 2:14,Standard Class,2,4,Advance shipping,0
51778,1/29/2017 19:47,Standard Class,4,4,Shipping on time,0
58651,5/8/2017 3:42,Standard Class,2,4,Advance shipping,0
22272,11/25/2015 2:31,Standard Class,3,4,Advance shipping,0
27383,2/8/2016 17:08,Standard Class,4,4,Shipping on time,0
50823,1/15/2017 21:12,Standard Class,4,4,Shipping on time,0
28057,2/17/2016 13:15,Standard Class,3,4,Advance shipping,0
30039,3/19/2016 11:38,Standard Class,5,4,Late delivery,1
48968,12/19/2016 19:19,Standard Class,4,4,Shipping on time,0
29246,3/4/2016 21:49,Standard Class,2,4,Advance shipping,0
41423,8/31/2016 15:58,Standard Class,4,4,Shipping on time,0
47586,11/27/2016 15:08,Standard Class,2,4,Advance shipping,0
31613,4/10/2016 11:05,Standard Class,4,4,Shipping on time,0
31512,4/7/2016 23:42,Standard Class,3,4,Advance shipping,0
38465,7/21/2016 11:39,Standard Class,6,4,Late delivery,1
35436,6/3/2016 6:27,Standard Class,2,4,Advance shipping,0
32613,4/25/2016 1:26,Standard Class,4,4,Shipping on time,0
44401,10/12/2016 3:17,First Class,2,1,Late delivery,1
50658,1/11/2017 11:24,First Class,2,1,Late delivery,1
44747,10/17/2016 4:31,First Class,2,1,Late delivery,1
47911,12/2/2016 9:00,First Class,2,1,Late delivery,1
50061,1/2/2017 18:14,First Class,2,1,Late delivery,1
47166,11/21/2016 12:00,First Class,2,1,Late delivery,1
42258,9/10/2016 20:30,First Class,2,1,Late delivery,1
63859,7/23/2017 4:18,First Class,2,1,Late delivery,1
70647,10/30/2017 6:26,First Class,2,1,Late delivery,1
70717,10/31/2017 6:57,First Class,2,1,Late delivery,1
69726,10/16/2017 19:46,First Class,2,1,Late delivery,1
70669,10/30/2017 14:08,First Class,2,1,Late delivery,1
20253,10/25/2015 15:10,First Class,2,1,Late delivery,1
62806,7/7/2017 19:23,First Class,2,1,Late delivery,1
11234,6/15/2015 23:25,First Class,2,1,Late delivery,1
68192,9/24/2017 10:20,First Class,2,1,Late delivery,1
70000,10/20/2017 19:46,First Class,2,1,Late delivery,1
64616,8/3/2017 5:30,First Class,2,1,Late delivery,1
18418,9/28/2015 20:17,First Class,2,1,Late delivery,1
16546,9/1/2015 12:27,First Class,2,1,Late delivery,1
16891,9/6/2015 13:19,First Class,2,1,Late delivery,1
17717,9/18/2015 14:42,First Class,2,1,Late delivery,1
70427,10/27/2017 1:21,First Class,2,1,Late delivery,1
10812,6/9/2015 19:34,First Class,2,1,Late delivery,1
16371,8/29/2015 23:08,First Class,2,1,Late delivery,1
64600,8/2/2017 23:54,First Class,2,1,Late delivery,1
19118,10/9/2015 1:32,First Class,2,1,Late delivery,1
67951,9/20/2017 21:54,First Class,2,1,Late delivery,1
69213,10/9/2017 8:02,First Class,2,1,Late delivery,1
15699,8/20/2015 3:42,First Class,2,1,Late delivery,1
19666,10/17/2015 1:31,First Class,2,1,Late delivery,1
62307,6/30/2017 12:34,First Class,2,1,Late delivery,1
16385,8/30/2015 4:02,First Class,2,1,Late delivery,1
45944,11/3/2016 15:52,First Class,2,1,Late delivery,1
17728,9/18/2015 18:33,First Class,2,1,Late delivery,1
19034,10/7/2015 20:06,First Class,2,1,Late delivery,1
16786,9/5/2015 0:31,First Class,2,1,Late delivery,1
16255,8/28/2015 6:30,First Class,2,1,Late delivery,1
12312,7/1/2015 17:05,First Class,2,1,Late delivery,1
16978,9/7/2015 19:47,First Class,2,1,Late delivery,1
56908,4/12/2017 17:03,First Class,2,1,Late delivery,1
7744,4/26/2015 0:43,First Class,2,1,Late delivery,1
6378,4/6/2015 2:08,First Class,2,1,Late delivery,1
6306,4/5/2015 0:55,First Class,2,1,Late delivery,1
5463,3/23/2015 17:34,First Class,2,1,Late delivery,1
4153,3/4/2015 14:37,First Class,2,1,Late delivery,1
60746,6/7/2017 17:40,First Class,2,1,Late delivery,1
2072,2/2/2015 5:33,First Class,2,1,Late delivery,1
3644,2/25/2015 4:18,First Class,2,1,Late delivery,1
8541,5/7/2015 15:56,First Class,2,1,Late delivery,1
52498,2/7/2017 8:02,First Class,2,1,Late delivery,1
57309,4/18/2017 13:32,First Class,2,1,Late delivery,1
61287,6/15/2017 15:12,First Class,2,1,Late delivery,1
3453,2/22/2015 9:23,First Class,2,1,Late delivery,1
5297,3/21/2015 7:25,First Class,2,1,Late delivery,1
4373,3/7/2015 19:42,First Class,2,1,Late delivery,1
4619,3/11/2015 9:53,First Class,2,1,Late delivery,1
6092,4/1/2015 21:56,First Class,2,1,Late delivery,1
2681,2/11/2015 2:55,First Class,2,1,Late delivery,1
9474,5/21/2015 6:48,First Class,2,1,Late delivery,1
52227,2/3/2017 9:05,First Class,2,1,Late delivery,1
8923,5/13/2015 5:46,First Class,2,1,Late delivery,1
1900,1/30/2015 17:18,First Class,2,1,Late delivery,1
9149,5/16/2015 12:57,First Class,2,1,Late delivery,1
4339,3/7/2015 7:47,First Class,2,1,Late delivery,1
3865,2/28/2015 9:43,First Class,2,1,Late delivery,1
8106,5/1/2015 7:32,First Class,2,1,Late delivery,1
52956,2/14/2017 0:29,First Class,2,1,Late delivery,1
53373,2/20/2017 2:35,First Class,2,1,Late delivery,1
3211,2/18/2015 20:36,First Class,2,1,Late delivery,1
4991,3/16/2015 20:13,First Class,2,1,Late delivery,1
2787,2/12/2015 16:03,First Class,2,1,Late delivery,1
29646,3/10/2016 17:57,First Class,2,1,Late delivery,1
26926,1/31/2016 1:01,First Class,2,1,Late delivery,1
20967,11/5/2015 1:19,First Class,2,1,Late delivery,1
71684,11/14/2017 9:44,First Class,2,1,Late delivery,1
74350,12/23/2017 7:45,First Class,2,1,Late delivery,1
72925,12/2/2017 12:31,First Class,2,1,Late delivery,1
75559,1/9/2018 23:19,First Class,2,1,Late delivery,1
75215,1/4/2018 22:48,First Class,2,1,Late delivery,1
29264,3/5/2016 4:07,First Class,2,1,Late delivery,1
51184,1/19/2017 3:41,First Class,2,1,Late delivery,1
28101,2/17/2016 4:40,First Class,2,1,Late delivery,1
22031,11/20/2015 14:05,First Class,2,1,Late delivery,1
27703,2/11/2016 9:14,First Class,2,1,Late delivery,1
21220,11/8/2015 17:57,First Class,2,1,Late delivery,1
22691,11/30/2015 5:19,First Class,2,1,Late delivery,1
74111,12/19/2017 20:02,First Class,2,1,Late delivery,1
27123,2/2/2016 22:02,First Class,2,1,Late delivery,1
25122,1/4/2016 17:00,First Class,2,1,Late delivery,1
48764,12/14/2016 19:51,First Class,2,1,Late delivery,1
27733,2/11/2016 19:45,First Class,2,1,Late delivery,1
72423,11/25/2017 4:39,First Class,2,1,Late delivery,1
24432,12/25/2015 15:16,First Class,2,1,Late delivery,1
74935,12/31/2017 20:43,First Class,2,1,Late delivery,1
74898,12/31/2017 7:45,First Class,2,1,Late delivery,1
20418,10/28/2015 0:59,First Class,2,1,Late delivery,1
76898,1/29/2018 12:26,First Class,2,1,Late delivery,1
51253,1/20/2017 3:51,First Class,2,1,Late delivery,1
73885,12/16/2017 12:51,First Class,2,1,Late delivery,1
21053,11/6/2015 7:27,First Class,2,1,Late delivery,1
24460,12/26/2015 1:04,First Class,2,1,Late delivery,1
25155,1/5/2016 4:34,First Class,2,1,Late delivery,1
22693,11/30/2015 6:01,First Class,2,1,Late delivery,1
71930,11/17/2017 23:55,First Class,2,1,Late delivery,1
71996,11/18/2017 23:03,First Class,2,1,Late delivery,1
72102,11/20/2017 12:11,First Class,2,1,Late delivery,1
72030,11/19/2017 10:58,First Class,2,1,Late delivery,1
29061,3/2/2016 5:00,First Class,2,1,Late delivery,1
23793,12/16/2015 7:23,First Class,2,1,Late delivery,1
48584,12/12/2016 4:47,First Class,2,1,Late delivery,1
26587,1/26/2016 2:15,First Class,2,1,Late delivery,1
21832,11/17/2015 16:22,First Class,2,1,Late delivery,1
22160,11/22/2015 11:17,First Class,2,1,Late delivery,1
21054,11/6/2015 7:48,First Class,2,1,Late delivery,1
22653,11/29/2015 16:00,First Class,2,1,Late delivery,1
24020,12/19/2015 14:55,First Class,2,1,Late delivery,1
72626,11/28/2017 3:46,First Class,2,1,Late delivery,1
75421,1/7/2018 22:59,First Class,2,1,Late delivery,1
73537,12/11/2017 10:56,First Class,2,1,Late delivery,1
76678,1/26/2018 7:22,First Class,2,1,Late delivery,1
37760,7/7/2016 4:39,First Class,2,1,Late delivery,1
39479,8/1/2016 6:54,First Class,2,1,Late delivery,1
38072,7/11/2016 17:58,First Class,2,1,Late delivery,1
41187,8/26/2016 5:17,First Class,2,1,Late delivery,1
38905,7/23/2016 21:48,First Class,2,1,Late delivery,1
36924,6/24/2016 23:46,First Class,2,1,Late delivery,1
39742,8/5/2016 3:02,First Class,2,1,Late delivery,1
41216,8/26/2016 15:27,First Class,2,1,Late delivery,1
36626,6/20/2016 15:22,First Class,2,1,Late delivery,1
33835,5/10/2016 21:33,First Class,2,1,Late delivery,1
44312,10/10/2016 20:07,First Class,2,1,Late delivery,1
36533,6/19/2016 6:47,First Class,2,1,Late delivery,1
39386,7/30/2016 22:19,First Class,2,1,Late delivery,1
39481,8/1/2016 7:36,First Class,2,1,Late delivery,1
40607,8/17/2016 18:05,First Class,2,1,Late delivery,1
35572,6/5/2016 6:06,First Class,2,1,Late delivery,1
36212,6/14/2016 14:19,First Class,2,1,Late delivery,1
32418,4/20/2016 5:07,First Class,2,1,Late delivery,1
33186,5/1/2016 10:11,First Class,2,1,Late delivery,1
36521,6/19/2016 2:34,First Class,2,1,Late delivery,1
40066,8/9/2016 20:33,First Class,2,1,Late delivery,1
19719,10/17/2015 20:05,First Class,2,1,Late delivery,1
64146,7/27/2017 8:51,First Class,2,1,Late delivery,1
17901,9/21/2015 7:10,First Class,2,1,Late delivery,1
15587,8/18/2015 12:28,First Class,2,1,Late delivery,1
53844,2/26/2017 23:36,First Class,2,1,Late delivery,1
58046,4/29/2017 7:44,First Class,2,1,Late delivery,1
5129,3/18/2015 20:34,First Class,2,1,Late delivery,1
56323,4/4/2017 4:06,First Class,2,1,Late delivery,1
55598,3/24/2017 14:06,First Class,2,1,Late delivery,1
21439,11/11/2015 22:41,First Class,2,1,Late delivery,1
28064,2/16/2016 15:43,First Class,2,1,Late delivery,1
21410,11/11/2015 12:31,First Class,2,1,Late delivery,1
27166,2/3/2016 13:06,First Class,2,1,Late delivery,1
31047,3/31/2016 4:47,First Class,2,1,Late delivery,1
23947,12/18/2015 13:21,First Class,2,1,Late delivery,1
32053,4/14/2016 21:14,First Class,2,1,Late delivery,1
44294,10/10/2016 13:48,First Class,2,1,Late delivery,1
44129,10/8/2016 4:00,First Class,2,1,Late delivery,1
49788,12/29/2016 18:36,First Class,2,1,Late delivery,1
49415,12/24/2016 7:55,First Class,2,1,Late delivery,1
46927,11/18/2016 0:16,First Class,2,1,Late delivery,1
47148,11/21/2016 5:41,First Class,2,1,Late delivery,1
62014,6/26/2017 5:54,First Class,2,1,Late delivery,1
62818,7/7/2017 23:35,First Class,2,1,Late delivery,1
56570,4/7/2017 18:38,First Class,2,1,Late delivery,1
7427,4/21/2015 9:39,First Class,2,1,Late delivery,1
22942,12/3/2015 21:15,First Class,2,1,Late delivery,1
31040,3/31/2016 2:20,First Class,2,1,Late delivery,1
24978,1/2/2016 14:33,First Class,2,1,Late delivery,1
45254,10/24/2016 14:08,First Class,2,1,Late delivery,1
34366,5/18/2016 15:35,First Class,2,1,Late delivery,1
31414,4/5/2016 13:22,First Class,2,1,Late delivery,1
10974,6/12/2015 4:19,First Class,2,1,Late delivery,1
66355,8/28/2017 14:45,First Class,2,1,Late delivery,1
16224,8/27/2015 19:38,First Class,2,1,Late delivery,1
7832,4/27/2015 7:32,First Class,2,1,Late delivery,1
2379,2/6/2015 17:07,First Class,2,1,Late delivery,1
57289,4/18/2017 6:32,First Class,2,1,Late delivery,1
60613,6/5/2017 19:05,First Class,2,1,Late delivery,1
2490,2/8/2015 8:00,First Class,2,1,Late delivery,1
27319,2/5/2016 18:42,First Class,2,1,Late delivery,1
22126,11/21/2015 23:22,First Class,2,1,Late delivery,1
44029,10/6/2016 16:58,First Class,2,1,Late delivery,1
20975,11/5/2015 4:07,First Class,2,1,Late delivery,1
36919,6/24/2016 22:01,First Class,2,1,Late delivery,1
